ID,output
TEST_1008,깨끗하고 친절합니다. 주변도 좋고 1층 편의점이 있습니다. 주차 지원도 해주고 잘 쉬다 왔습니다. 깨배끼지도 버릴 만 합니다.
TEST_1009,바다 뷰 엄청 예뻐요!!
TEST_1010,"부산역이랑 가깝다는 점이 가장 큰 장점이지만 마냥 가깝진 않아요. 10분은 걸어야 하고, 신축이라 깨끗하고 좋았는데 아래 분처럼 정말 찾아가는 게 너무 복잡하고 불편해요."
TEST_1011,"이번에 오픈하자마자 다녀왔어요.   좋은 점   1. 객실 관리 상태가 좋습니다.   2. 직원분들 당연히 친절하고요.   3. 주변 먹거리도 굉장히 많습니다. (서면 먹자골목, 만지기 바로 코앞이고, 거리가 약간 있는 문화예술회관까지 걸어서 8분, 전리단길까지도 걸어서 8분)   4. 다음부터는 대중교통 이용하려고요^^ (밑에) 서면역 12번 출구에서는 도보 2~3분, 부전시장까지 2번에서 올라가면 바로 입구입니다.   5. 체크아웃으로 필요한 요청사항을 접수했더니 편리했습니다.    단점   1. 건물 내 주차장 직원이 굉장히 불친절합니다.   2. SUV는 건물 주차장이 아닌 외부 유료 주차장에 주차하세요.    맛집   1. 전리단길에 올드맨션 곱창집이 있습니다."
TEST_1012,"화화 & 최고급 서비스를 표방하지만 퀄리티 완성도가 비용만큼 비에하여 좋은지는 글쎄... 식당 자체도 넓지 않고, 확 예쁘다 느껴지진 않음."
TEST_1013,"객실 청소가 잘 되지 않았습니다. 벽면에 구멍이 나 있고, 욕실에 머리카락이 붙어 있으며, 창가에 먼지가 있습니다... 숙소는 청결이 중요하므로 재방문 의사는 없습니다."
TEST_1014,"1. 비상벨이 20분 넘게 울렸는데도 별도 안내 방송이 없고, 로비로 내려가 물어봐도 상황 파악 중이라는 답변만 받습니다. 이후 도착도 확인 후에도 안내 방송이 없었습니다.   2. 연락처를 두고 가서 체크아웃 한 지 두 시간 정도 이후 전화했는데 들어온 물건이 없다고 합니다. 룸 안에 CCTV도 없는데 자기들이 CCTV를 봤는데 특이사항이 없으니 참고하라는 답변만 반복합니다. 캐리어를 다 뒤져봤고 두고 온 거 확인하는데 말로만 없다고 하고, 찾아봤는지 없었는지 모르겠네요."
TEST_1015,정말 깨끗하고 모던합니다. 무엇보다 뷰가 좋아요. 해 질 때의 석양이 너무나 훌륭합니다. 대학로와 가까워서 걸어서 공연 보러 가기 좋았어요.
TEST_1016,"전날 부산역 라마다에 묵었습니다. 부산역 라마다도 노후한 편이었다고 생각했는데, 이곳에 오고 나니 라마다가 끌리더라고요. 가격 차이도 이만 정도였는데... 라마다 가세요. 호텔과 모텔의 차이라고 생각하시면 될 것 같아요. 라마다는 노후한 호텔이라면 이곳은 호텔인 척하는 모텔 느낌입니다. 벽지, 화장실, 커튼, 드라이기 등등 물품이 얼룩적 있고, 이불에서는 냄새가 나고 침대도 그냥 그렇고, 하여튼 좀 더 돈 주고 이름 있는 호텔 가세요."
TEST_1017,"방이 개좁음, 주차는 바로 옆에 있어서 괜찮음. 라운지 바 굿, 침대도 괜찮음."
TEST_1018,"깨끗하고 침구가 좋아요. 동강 뷰라 사진 찍기도 좋고, 깔끔하고 신축인 듯...? 청소 상태도 마음에 들었어요."
TEST_1019,올아워 뷰 굿뜨스
TEST_1020,너무나도 멋진 오션뷰와 깔끔한 실내가 너무 좋았습니다. 6층이라 조식도 문 앞에 가져다 편리하고 맛있게 먹었습니다.
TEST_1021,위치가 너무 좋습니다. 전망에서 봐도 알 수 있겠지만... 해운대 바로 앞이라 산책하기도 좋고 물놀이 하기에도 좋았어요ᄒᄒ 지하철이 가까워서 뚜벅이들도 추천!
TEST_1022,"프리미어 라운지 이용 포함 특가를 구매해서 6월에 방문했습니다. 구매했을 당시보다 라운지 이용 시간이 줄어들어, 조식 선택 메뉴가 어려웠던 건 아쉬웠지만 정말 메뉴가 너무 맛있었구요...!!! 호텔이 예쁘고 청결해서 또 들르고 싶어요. 수영장은 생각보다 작습니다."
TEST_1023,객실이 저렴하고 깔끔해서 잘 쉬다 갑니다. 헬스장도 있고 조식도 나쁘지 않아요.
TEST_1024,가성비가 갑! 깨끗해요. 친절해요. 8시에 왔는데 매점이 닫았어요. ᅲᅲ
TEST_1025,여기가 호텔이면 여관도 호텔이다. 적어도 여관에는 각 티슈랑 옷걸이는 있지? 에어컨 더럽고 덥히는 악취 나오고 트윈룸의 침대 매트리스 종류가 다른 게 골디인데 어차피 둘 다 쓰려니 등이 시원하다. 샤워부스 하수구에 물이 빨리 안 빠지고 현관 타일은 청소를 언제 한 건지 슬리퍼에서 척척 소리가 난다.
TEST_1026,부산에 놀러 와서 해운대가 코앞이라 너무 편했어요. 방도 깨끗하고 시설들도 깔끔해서 편하게 이용했습니다^^
TEST_1027,"일반 모텔보다 깔끔하고 세련된 외관, 그 느낌이면 그 나머지도 잘 관리된다는 믿음으로 선택했는데 화이트 실내 느낌은 역시 사진빨이군요. 액자와 아기자기한 소품이 없어요ᅲ 난방이 전혀 안 되어 실내복을 입고 자도 냉기가~~ 믿음의 불시착이 더했어요. 중앙 난방이라 어느 정도는 될 줄 알았는데 0% 난방이 웬 말? 후기에 난방 문제가 제기되기도 이 겨울에 설마했는데, 이것이 반복되면 아무리 관광지라라도 더 큰 발진은 힘들듯 비바람임에도 세심히 관리해서 좋은 이미지로 한층 더 롱런하시길 바랍니다. 두 동을 관리하는데 야간에는 서로를 상해해줄 직원도 없고~"
TEST_1028,레전드 최악.. 어린아이들 수학여행+동대문에 물건 보러 온 다니군 숙소 정도로 생각하면 될 듯.. 싼마이에 단체로 온 손님들이 너무 시끄러운데 방음이 너무 안 됩니다. 청소 상태는 정말 너무너무 심각했다.. 바닥은 호텔 건물 타일 사이사이 겨우 한 번 청소한 듯 어마어마한 먼지들이 쌓여있었다. 그럼 서비스라도 좋을 것이지 직원들은 컴플레인하거나 뭐 물어보면 일이 알바처럼 업무만 남발 ᄏᄏ 아오
TEST_1029,엄마랑 함께 스위트 받았는데 선생님도 친절하시고 너무 재미있고 즐거운 시간이었습니다. 감사합니다~~^^
TEST_1030,바다뷰라고 하기엔 애매해요. 하지만 부산역에서 접근성은 아주 가까워서 좋아요! 입구 찾는 게 어려워요...
TEST_1031,작고 고급스러운 부티크형 호텔
TEST_1032,뷰와 시설은 좋으나 숙면을 위한 호텔은 아닙니다.
TEST_1033,"여행하면서 이런 호텔은 처음이었어요. 신라호텔과 신라스테이도 여러 번 이용해 보았지만, 강남에 이렇게 엉망인 시스템으로 신라에서 오픈할 줄은 꿈에도 몰랐네요. 가까운 곳에서 가족끼리 호캉스를 위해 객실을 두 개나 예약해서 갔는데, 아이들이 놀랄 정도예요. 직원분들 놀라시는 점은 알겠으나, 대도시에서 그것도 국제적 비즈니스 중심 지역에서 이러면 저는 미국에서도 어렵다는 생각을 안 할 수 없었습니다."
TEST_1034,유튜브에 검색하세요 하운드 호텔 기장
TEST_1035,1층에서부터 인상해 주고 서비스가 들림ᄏᄏ 굿
TEST_1036,"모든 것에 만족이에요! 수영장, 바비큐 시설, 침실, 조식, 화장실 다 좋아요!"
TEST_1037,오픈 축하드립니다!!
TEST_1038,두 번째인데 너무 좋네요. 다음에 또 올 겁니다!! ‘ᄉ’
TEST_1039,방은 작지만 리조트라 취사 도구가 다 있어 깨끗하고 저렴하며 4인 가족이 이용하기에는 부족 없이 좋은 방인 것 같습니다. 다음번 부산 여행도 꼭 들러보도록 하겠습니다~~
TEST_1040,"18층에는 해운대 전망을 감상하며 미니풀에서 다양한 음료를 즐길 수 있는 루프탑 바가 있다. 총 407개의 객실을 운영하고 있는 4성급 호텔이다. 해운대 해수욕장 옆 최적의 장소에 위치해 있고, 가격 대비 전망도 시설도 무난하다.( 사진 - 호텔 전경 & 내부 전경. 야경 )"
TEST_1041,지금까지 가본 호텔 중 제일 트렌디하고 색감이 이쁜 호텔이었어요! 청결함은 물론 요즘 쌀쌀한 날씨에 맞춘 인피니티 풀의 따뜻한 물 온도까지! 작은 거 하나에도 놓지 않고 신경 쓰는 호텔이라 그런지 너무 만족스러웠습니다! 더블룸 인피니티 풀에서 보는 오션뷰와 감성 넘치는 인테리어는 매해 기억날 것 같아요! 이번 가을 잊지 못할 좋은 경험을 할 수 있었던 호텔이었습니다! 부산 송정에 놀러 오실 분들에게 강추하는 호텔입니다.
TEST_1042,"편히 쉬고 갑니다. 부득이 기회로 묶게 되었지만, 편히 쉰 하루 정말 편히 쉬게 해준 하루였습니다. 매니저님의 친절함과 감성 있는 로비, 숙소 다 좋았습니다. 다음에도 뵐 수 있도록 할게요. 감사했습니다. 수고 하십시요."
TEST_1043,우선 통유리로 되어 있어서 낮부터 밤까지 야경을 한눈에 볼 수 있다는 게 너무 좋았어요. 거기다 안에는 흰색 + 대리석 인테리어로 되어 있어서 친구랑 앉아서 사진도 예쁘게 찍었답니다! 청결부터 보안까지 흠잡을 것 없이 너무나 만족스러웠습니다 ᄒᄒ
TEST_1044,"너무너무 뷰가 예쁘고 방도 너무 예뻤어요. 대리석으로 되어 있어서 고급스러운 느낌도 들고, 전망을 바라보면 시간 가는 줄 몰랐어요! 부산 여행 와서 숙소는 정말 최고의 선택이었습니다."
TEST_1045,밤 식사는 무법천지네요. 옆팀은 낮 시간부터 알아봤어야 하는데 아직이 두 명과 초등 아들 1명이 왔더라고요. 그런데 민경가요를 좀 큰 소리로 틀어놔서 별반치 않다는 느낌을 받았죠. 저도 소음적이게 시골이나 종로 등지에서 지하 열심히 순찰하고 그랬는데 ᄏ 민경가요 트는 것과 그 사람의 에어컨은 전혀 상관관계가 없는 거죠? ᅲᅲ 제 자신을 돌아보게 되고 도덕관 파탄이네요. 사람이 밟다는 관리자가 밤 시간 이후 퇴근해버릴 때 있습니다. 캠퍼끼리 조용히 하자고 다들 말하는 순간 경험상 소음으로 표출되거나 술에 취하여 통제도 안 되는 어려운 부분이기 때문이죠. 왜 문제 제기를 안 했냐고요? 저를 포함해 다수의 캠퍼들은 미친 듯이 꼴을 못 보고 지나칩니다. 이게 무슨?
TEST_1046,"사실 3점입니다. 굳이 새로 생긴 데에 별점을 낮게 하고 싶지 않고, 굳이 여기가 많다고 생각합니다. 작성 기준 홈페이지에 기재되지 않은 부분 말씀드립니다.   1. 건물 4층이고 엘리베이터 없어요...^^ 미리 알려주셨으면 마음의 준비를 하고 갔을 텐데..  2. 세탁기, 건조기 룸 옆에 세우면 소음이 납니다. 전 누군가 빨래하고 있는 줄 알았네요.  3. 바다를 프라이빗하게 쓸 수 있지만 다른 시간으로 보면 정말 아무것도 없어요. 펜션들만 준비한 작은 해변 마을(?)이에요. 휑하고 폐쇄적입니다. 맹그로브만 반짝반짝>< 하고 있는 느낌. 옆 해변 동네들은 번화한데 걸어가면 조금 멉니다. (특히 야놀자) 먹을 것을 좀 준비해 오시는 게 어떨까요? TV는 유선만 가능해서 아쉬웠어요."
TEST_1047,부산 해운대에 놀러왔는데 해운대 맛집이랑의 거리도 엄청 가까워요. 근처로는 걸어서 1분! 바닷가랑은 걸어서 3분이더라고요! 너무 좋았어요. 지하철도 너무 가깝고 신세계센텀과도 너무 가깝더라고요! 해운대 숙박업소는 가격에 비해 너무 저렴하고 사장님도 너무 친절하셔서 기분 좋게 자고 왔어요! 재방문의사 100%입니다!
TEST_1048,"정말 최고였어요! 뷰가 빵빵해요~ 조식도 끝내주고요. 자전거도 무료 대여, 수영장 물도 따뜻해서 2일을 이용했어요."
TEST_1049,결혼식 뷔페 맛이 특히 아이슈타인의 뷔페탕 느낌
TEST_1050,도나 직원을 제대로 세우지 않게 여기는 4성 호텔  해당 호텔 홈페이지에서 동기 결혼식이 있어 전날 부모님과 함께 숙박함. 시 시작 전에 짐을 빼려고 올라가니 체크아웃 전임에도 불구하고 청소를 하고 있음. 부모님이 핫해 선물용으로 나눠주려고 했던 것이 없어져서 물어보니 체크아웃한 줄 알고 버렸다고 찾아오라 함. 해당 하우스키퍼가 찾아 간 상의 다른 하우스키퍼가 오더니 더 이불을 덮어주며 자기가 가져간 것은 이게 전부라고 함. 따로 넣어 놓은 박스에 소분해 하우스키퍼들이 이리저리 가버린 상황이었음. 이후 지배인이 와서 “이해할 가지 않는 상황인 건 맞지만 단순한 직원의 실수이다”라는 식으로 제대로 세우지 않게 말함. 이런 데스크에 가서 죄송하다는 말을 듣지도 않고 죄송하다는 말만 반복함. 이런 데스크에 가서 죄송하다는 말을 듣지도 않고 죄송하다는 말만 반복함. 이런 데스크에 가서 죄송하다는 말을 듣지도 않고 죄송하다는 말만 반복함. 이런 데스크에 가서 죄송하다는 말을 듣지도 않고 죄송하다는 말만 반복함. 이런 데스크에 가서 죄송하다는 말을 듣지도 않고 죄송하다는 말만 반복함. 이런 데스크에 가서 죄송하다는 말을 듣지도 않고 죄송하다는 말만 반복하는 호텔은 처음 봤음. 이런 곳에 가서 죄송하다는 말을 듣지도 않고 죄송하다는 말만 반복하는 호텔은 처음 봤음.
TEST_1051,"그건, 그냥 여관입니다. 6만 원인가 7만 원 내고 들어가서 10분 만에 나왔네요. 환불해달라 하니 안 된다고 해서 그냥 돈 버리고 근처 다른 숙소 잡았습니다. 겉모습에 속지 마세요. 침대 푹신푹신하고 슬리퍼 넘나넘나, 방에서 냄새 나고 구비된 것 하나 없고 TV는 침대 끝에 벽지는 너덜너덜, 얼룩이 덕지덕지. 빠르게 다른 숙소 간 저에게 박수를 쳐주고 싶습니다."
TEST_1052,완벽하고 가격도 쌉니다.
TEST_1053,"일단 위치가 좋아요~ 서면에서 놀 때는, 그리고 주차장이 넓어요. 다만 방이 작은데, 이건 견딜 수 있어요. 그런데 샤워기 수압이 약해요. 다른 사람들 샤워 시간이 알겠나요, 특히기 문제는 샤워기가 욕조 위에 달려서 욕조에서 씻어야 하는데 욕조 물이 더럽게 안내려가요. 다 씻으니까 욕조 물이 막혀서 굉장히 당황했어요. 머리카락을 제거해도 정말 아주 천천히 내려갑니다. 다음에는 여기 안 묵어요~ 프로스트."
TEST_1054,"웬만해선 글 안 남기는데, 사장 마인드고 침대 시트 얼룩?? 자국이고, 뭐라 할 말이 없을 지경이다. 니네 안 와도 올 애들 많으니 상관없다는 태도.. 싼맛에 근처 술 먹고 하룻밤 보내려면 그냥 그냥 정도의 숙소."
TEST_1055,"친구랑 부산 여행으로 해운대 바다 쪽에 있는 브라운도트 호텔에 묵었습니다! 가성비와 해수욕장 거리 때문에 고른 호텔이어서 내부는 큰 기대 안 했었는데, 방에 들어서자마자 깔끔한 디자인과 푹신한 침대에 놀랐고, 우리 말고도 다른 숙박객들이 많았음에도 옆 방 소리가 하나도 들리지 않아 우리밖에 없는 듯한 기분이 들었다는...  또 TV에서는 넷플릭스를 볼 수 있어서 친구와 같이 들어가 보기 + 침대에서 뒹굴뒹굴 거렸더니 시간이 순삭되는 마법... 또 경험해서 개인적으로 정말 만족스럽고 좋은 경험이어서 다음에 또 부산에 놀러 온다면 고민 없이 다시 이 호텔에서!!"
TEST_1056,좋은 편. 최고는 아니라고 생각하는데 잘 모르겠음.
TEST_1057,"직원이 친절한 편이고, 뷰가 좋으며, 룸서비스가 의외로 맛있습니다. 그 외에는 별로입니다. 특히 먼지와 이상한 향수 같은 냄새가 머리를 아프게 합니다. 성수기라 비싸게 갔는데, 10만 원 후반대 가격이면 한 번은 가볼 만한 듯 합니다."
TEST_1058,카카오 이벤트에서 한 거~ 낙산 해수욕장(진짜 도보 1분 컷)과 오가며 꽉 차게 즐긴 1박 2일입니다.ᄒᄒ 수건 리필 등도 추첨? 추첨?로 간편하게 할 수 있어 신선하고도 편리합니다~ 호텔 주차장 말고도 해수욕장 주차장도 이용 가능해서 물놀이 용품 챙기기도 편리~~ 내년에도 할인 프로모션 해주세용~~~~
TEST_1059,객실은 괜찮으나 방음이 최악입니다.
TEST_1060,믿고 거르기 위한 저장
TEST_1061,"부산 1박을 어디서 할까 고민하다 나쁘지 않을 것 같아 그냥 선택했습니다. 체크인 직원분이 친절하시고, 미니바 1회가 포함되어 있습니다. 해운대 오션뷰가 정말 멋있어요. 바다를 보며 수영도 할 수 있습니다. 생각보다 좋았습니다. 엘리베이터는 수가 좀 모자라네요. 암튼 괜찮습니다~"
TEST_1062,"이중장이 아니고 한 겹이라 새벽까지 음악 소리, 말 소리 다 들려서 좀 시끄럽고, 새벽~이른 아침에는 온수가 안 나옴."
TEST_1063,오래된 시설물이지만 구석구석 청소 정성것 하여 주시면 가성비 괜찮을 듯 싶어요.
TEST_1064,"숙소 시설이 좋고 편의시설은 별로 없습니다. 입실했는데 방에 머리카락이 많고, 화장실에도 머리카락이 많아요."
TEST_1065,"낮뷰, 밤뷰 다 예뻐요!"
TEST_1066,"저녁 시간 남자 직원 서비스가 취약합니다. 회사 차가 막혀서 건물 옆에 주차하고 올라갔는데 아무말도 안 하더니, 쉬려고 누우니까 전화해서 길을 다 막아달라고 엄포하며 쫓아냅니다. 입구 안 막고 주차했는데 무슨 소리냐면 당장 차 옮기라고 쫓아내길래, 예약 드릴 수는 있는데 말은 좀 그렇게 하실 수 있냐구요 했더니 부산은 원래 그렇다네요ᄏᄏᄏ 오히려 나이가 이런 게 싸가지 없게 누구 가르치듯이 다니고ᄏᄏᄏ 사장 연락처 달라니까 영업 방해로 경찰 부른다니 불러라고 했더니 사장도 옮기냐 했더니 걍 들어갑니다 회사에서 매주 6년째 고정 이용 중이었는데 보고하고 걸러져 올립니다. 떼. 맞은편 안으로 가세요. 칠광구부터 가세요."
TEST_1067,바퀴벌레도 나오고 바꿔 주라고 해도 안 주시길래 한 번 더 말해서 주시고... 가운에는 등 쪽에 구멍이 뚫려 있고 벌레가 나와서 방 바꾸고 싶었는데 고생하실까 봐 참았어요. 청소를 제대로 해주세요. 제발.
TEST_1068,"다신 안 감. 이 여름에 에어컨을 중앙 냉난방이라고 뜬 건지, 안 뜬 건지 하루 종일 18도로 해놓고 아침에 더워서 깼다. 모텔만도 못 함. 프런트에 전화해서 조치해달라 해도 끝까지 해결 안 돼서 선풍기라도 달라고 해서 체크아웃 전까지 켜둠."
TEST_1069,여관 건물은 더럽고 좁다. 싼 줄 알고 간 게 아깝다 ᅮᅮ 여기 어때 낮은 평점을 보면 사장인지 댓글로 시비도 걸고 있음 ᅮ 미리 낮은 평점 검색해볼걸.
TEST_1070,"일반실은 가격에 비해 꾸대기임. 1. 침대가 엄청 낮음. 2. 침대 머리맡에 협탁이랑 콘센트가 없음. 충전하려면 문 옆에 두어야 함. 3. 들어가자마자 하수구 냄새나서 환기 시키길. 4. 8:00부터 조식 시간인데 8:10에 가니 사람도 없고 문도 안 열려 있어서 그냥 키 반납하고 나옴. 5. 세면도구는 일반 세트 구성이 아니라 칫솔, 치약만 있음."
TEST_1071,"부산 살면서 자주 되는 호텔입니다. 수영장이 없어서 좀 아쉽지만 수영장 대신 자쿠지 이용 만족으로 특별히 나쁜 적은 없었어요. 조식은 특별히 신경 쓰지 않아 저는 간단히 먹고 자쿠지 시장 가서 오느라 생선 정식 먹고 이동해서 문제는 없었는데, 계속 방문 이용객이 늘어나면서 주차 출차 시 불편함이 늘어나 불편했습니다. ᅲ"
TEST_1072,뷰가 정말 좋습니다. 방도 깔끔하고 걱정했던 것보다 작지도 않아서 좋았어요. 컵라면 조식도 굿.
TEST_1073,평창은 스위트 에비뉴 같은 곳이에요.
TEST_1074,"평창 동계올림픽 선수단 및 기장군 숙소로 사용되었던 곳이라 시설이 깨끗했어요. 시설이 모든 새것이라 좋았고, 취사가 가능하며 드럼세탁기, 대형 냉장고, 전자렌지에 인덕션 밥솥과 인덕션 냄새, 식기류 일체 등 취사 도구들이 구비되어 있어 장기 쓰기 가족가들에게 정말 좋은 곳이에요. 1층에는 이마트 편의점이 있어 밑반찬 및 맥주와 음료, 간식 사기가 편했었고, 호텔 조식 음식도 가족들 모두 맘에 들어 했고, 2층 피자집 맛이 너무 맛있었어요~ 호텔 바로 건너편 황태국도 별로였어요~ 우리 애들 때문에 양대산맥에 가서 양대들에게 고기도 먹는 체험과 양고기 맛도 보였고, 평창 있어서 문학관에 들러 둘러보고 필 로케이션 현장인 평창 장터를 거닐기도 좋았어요. 먹거리가 풍부해서 다음에도 꼭 다시 오고 싶어요. ^^"
TEST_1075,"조식, 수영장, 룸이 좋아요."
TEST_1076,"광안대교가 정면에서 보이는 오션뷰 캡슐호텔 중 가성비가 제일 좋은 것 같아요! 짐 맡길 서비스도 체크인 전후 무료라 좋구요 들어갈 때 신발장 열면 객실 키와 슬리퍼가 있고, 엘리베이터에서 카드 찍고 객실 올라가면 수건 2장, 일회용 타올, 잠옷을 어메니티로 준비해주셨고 음료수와 생수도 있어서 서비스가 좋다고 생각했습니다. 화장실 욕실은 공용이지만 룸 형태로, 파우더룸까지 있는데 저는 이용하기 좋았어요! 또 사람이 그렇게 많지 않아 불편함도 없었구요. 캡슐 안에는 보안을 위해 금고도 있고 충전할 곳과 거울, 옷걸이 1개, 선풍기가 있어요! 저는 원래도 캡슐호텔에서 잘 묵는데 여기는 뷰도 좋고 화이트라 깨끗해 보이고 사진도 잘 나오고 있어요~"
TEST_1077,"첫째, 화장실 및 샤워장 개수대는 여기보다 관리 잘되는 곳이 없음. 둘째, 24시간 샤워실은 따뜻한 물이 잘 나옴. 세째, 매점은 적당한 가격이고 비싸지 않아요. 네째, 여관처럼 나가라고???? 절대 아님. 대책 없으면 오후 늦게 배도 고프고 음료수 사서 오셔서 편히 쉬다가 가라고 하심. 다짜고짜, 모기, 난방 별로 없음. 날파리??? 가끔 오긴 하지만 감안할만 함. 열다섯, 할머니 밑 사장님, 여사장님. 너무너무 친절하시고 인간적임. 이십대, 아줌마 밑 사장님, 여사장님. 너무너무 친절하시고 인간적임. 이십대, 아줌마 밑 사장님, 여사장님. 너무너무 친절하시고 인간적임. 이십대, 아줌마 밑 사장님, 여사장님. 너무너무 친절하시고 인간적임. 이십대, 아줌마 밑 사장님, 여사장님. 여기보다 넓은 데 못 봤고 그냥 여기보다 많은 곳 못 봤음. 아참참, 캠핑장도 여기보다 넓은 데 못 봤고 그냥 여기보다 많은 곳 못 봤음. 삼십대, 아줌마 밑 사장님 등등 여러 사람 봤지만 여기보다 좋은 곳 못 봤음. 아, 매점이 정말 작음. 마트 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 21, 22, 23, 28, 29, 30, 32, 33, 34, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 21, 32, 34, 5, 6, 7, 8, 10, 11, 12, 14,"
TEST_1078,"프리미엄 레프트 이용했는데, 들어오자마자 보이는 광안대교와 왼쪽 뷰를 보고 너무 이뻐서 놀랐어요! 아늑하고 청결해서 잘 쉬다 갑니다~ 밖에 나가기만 해도 좋아하는 광안대교를 보면서 산책할 수 있어서 너무 좋았어요."
TEST_1079,코로나로 조식을 뷔페식으로 못 먹은 게 아쉬웠어요. 아침이 맛있고 직원들도 친절했습니다. 이 가격에 수영장이 있는 호텔도 찾기 힘들어요 ᄒᄒ 다만 주차장이 기계식이라 간혹 기다리는 경우가 있었는데 아주 고급이었습니다. 룸 컨디션 괜찮았고요. 수영장은 좁긴 했지만 아침 일찍이나 저녁에 가면 사람이 별로 없어서 수영할 만했어요. 추천합니다.
TEST_1080,뷰 진짜 예쁘고 위치도 좋아서 여행 잘 즐기고 갑니다! 직원분들도 친절하셔서 다음에 또 방문할 예정입니다 ᄒᄒ
TEST_1081,갑자기 아빠와 부산으로 여행 왔는데 오션뷰가 아니라서 아쉬웠지만 호텔 앞에 나오자마자 바로 바다가 보여서 너무 좋았어요..!!!!! 호텔도 너무 깨끗하고 궁금한 것도 많이 물어봐서 힘들 텐데 계속 친절하게 말해주셔서 너무 감사했습니다ᅲᅲ!!! 다음에도 오션뷰로 해야겠어요ᅲᅲ 너무 강추!!
TEST_1082,"여러 특급 호텔 다녀 봤지만 더 이상 다른 호텔 못 가겠네요! 여느 호텔보다 매우 친절하고 하우스키핑 서비스도 처음에 오전에 먼저 요청했음에도 불구하고 외출 후에 보니 다시 정돈되어 있는 거 보고 감동받았네요. 또 수영장 수모 착용, 노 메이크업 관리 부분을 철저히 했으며 새로워서 있었고 환기해 놓은 게 마음에 들었어요. 다만 약간의 소다수 냄새가 은근히 심했어요. 룸서비스도 맛있었고 조식도 맛있었으며, 너무나 친절하시고 모든 게 완벽한 호텔이었어요. 부산에 오면 무조건 파크 하얏트예요."
TEST_1083,"오랜만에 호캉스 하러 다녀왔는데요. 작년에 새로 만든 호텔이다 보니 내부는 좋습니다. 깨끗하고 현대적이구요. 방도 스타일이라 그런지 크고 깔끔해요. 근데 호캉스 목적이라 프런트까지 스킨으로 했고 라운지 클럽 마레짐 포함이었는데요. 신라, 롯데, 포시즌스에 비해서 라운지가 형편없습니다. 스낵이랑 애프터눈 티 타임에는 이걸 뭐 하라고 운영하는지도 모르겠고 해피 아워에도 술에는 신경 쓴 게 보이는데 핫푸드 같은 게 없어요. 그냥 프랑스 감성 쿠키들만 몇 개 있어요. 여러 술 좋아하시는 분들이면 좋아하실 듯. 조식은 제가 갔을 때 통합해서 운영하는 호텔에서 주는데 그건 괜찮았어요. 다만 제가 아침에 뭘 많이 안 먹어서 빵 하나 사서 왔어요."
TEST_1084,깨끗하고 친절하고 좋아요.
TEST_1085,"모기 20방 물이 제공 장치 잘 안 눌림, 엘리베이터 잘 안 됨."
TEST_1086,"강아지랑 편하게 이용했어요. 밥, 물, 끝, 계단, 방안 등 기본 용품은 준비되어 있지만, 바닥이 미끄러운 건 약간 아쉬워요. 노견이나 반려견이 엄청 약한 강아지라면 작은 매트 하나 챙겨서 밥이랑 물은 편하게 먹게 하는 게 좋을 거예요. 사장님과 직원분들은 응대도 친절하시고 배려를 잘해주셔서 편하게 이용했어요. 3층에 별 매장이 있어서 좋았어요(용품, 간식, 목욕 이용함). 방도 전체적으로 청결했어요. 강아지랑 같이 공간을 이용하거나 생각하면 좋아요."
TEST_1087,가격이 저렴하고 깨끗한 컨디션을 유지하고 있습니다. 조금씩 안 좋아지고 있습니다.
TEST_1088,무조건 강추!! 사장님 짱 친절하시고 숙소가 정말 깔끔하고 편안해요!! 1층 로비 었을 때 와 감탄!! 너무 이뻐요. 여기는 카페인가 호텔인가^^
TEST_1089,즐거웠어요 복개뷰
TEST_1090,오래된 곳이에요. 감안하세요.
TEST_1091,"사장이 완전 불친절해요. 모텔에서 간판만 호텔로 바꾸고, 10년 전이랑 시설이 바뀐 게 하나도 없고, 오히려 더 노후되고... 비치된 충전기가 망가져서 갖다달라 했더니 카운터로 가서 직접 가져오라 하고... 비싼 돈 주고 이런 서비스를 받아야 하나요? ᅲᅲ 사장이 호불호가 안 가요. 10년 된 단골인데 갈아타야겠음... 비추천."
TEST_1092,"해운대 바다의 감성을 하루 종일 느낄 수 있어서 행복한 여행이었네요... 부모님들도 너무 만족하시고, 방도 깔끔하고 분위기도 좋아 더욱 편안하게 머물렀던 것 같아요."
TEST_1093,남산 뷰라고 해서 추가 요금을 냈는데 안 보입니다..
TEST_1094,처음 가봤지만 주차장 진입로가 좁아서 카라반 정비의 자이나 운영이 미숙하면 쉽지 않을 듯 싶습니다. 뷰는 어떤 방이든 다 똑같을 테지만 제가 있던 방은 괜찮았습니다. 시설은 좀 되어 보이지만 청소 상태는 깨끗했구요.
TEST_1095,"체크인 5시쯤 갔는데 20분이나 기다렸어요. 사람들이 룸 업그레이드를 해줬는데, 저희는 안 해주시더라고요. 기준이 뭔지 궁금했어요ᅲᅲ 조식 먹는 뷰가 최고였어요. 조식도 호텔 같지 않지만 한식이 맛있었어요. 디럭스룸을 이용했는데 층간 소음도 있고 룸 안에서 뷰는 없어서 많이 아쉬웠어요. 앞 건물에 가려져 있네요."
